Public Food Key,Classification,Food Name,"Energy with dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Nitrogen 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Glucose 
(g)",Added sugars (g),"Free sugars 
(g)","Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Available carbohydrate, with sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Copper (Cu) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Sodium (Na) 
(mg)","Zinc (Zn) 
(mg)","Cobalamin (B12) 
(ug)","Folic acid 
(ug)","Vitamin C 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)","Caffeine 
(mg)","Cholesterol 
(mg)"
F008509,21201,"Soup, broth style, with meat, instant dry mix","1,350",5.2,4.8,0.77,3.3,4.3,1.4,2.9,2.9,60,65.7,65.7,74,0.045,5,0.74,12,161,16,"5,020",0.3,0.1,0,0,0.86,1.61,0,4
F008508,21201,"Soup, broth style, with meat & noodles, instant dry mix","1,520",4.9,10.8,1.82,6.3,2.2,0.7,1.3,1.3,58.1,64.1,64.1,43,0.19,15,1.5,32,150,98,"4,536",0.7,0.1,0,0,0.7,1.12,0,10
F008513,21301,"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water",79,94.6,0.7,0.12,0.2,0.3,0,0.1,0.1,3.1,3.4,3.4,5,0,5.7,0.1,4,7,11,440,0,0,0,0,0.02,0.07,0,1
F008571,21202,"Soup, cream variety, instant dry mix","1,628",5,5.3,0.85,13.2,6.5,1.7,0.6,0.6,51,59.1,59.1,42,0.073,10,0.83,14,214,339,"4,230",0.38,0.1,0,0,2.15,5.89,0,3
F008670,21202,"Soup, vegetable, instant dry mix","1,201",4.7,6.7,1.07,2.1,3.3,1.1,1.4,1.4,28,58.3,58.3,108,0.15,10,1.1,36,217,22,"7,130",0.57,0.2,0,0,0.33,0.91,0,3
F008661,21202,"Soup, vegetable & noodle, instant dry mix","1,514",5.4,8.7,1.39,6.3,3.9,2.8,11.9,11.9,49.5,65.5,65.5,42,0.22,5,1.9,41,151,15,"2,030",0.75,0.2,0,0,2.46,2.59,0,3
F000279,28102,"Bar, cherry & coconut centre, dark chocolate-coated","1,785",9.7,4.4,0.7,22.4,4.7,5.9,45.7,45.7,4,52.6,52.6,50,0.38,6.4,0.88,58,110,270,46,0.83,0,0,0,0.53,16.31,13,2
F000285,28102,"Bar, coconut cream centre, milk chocolate-coated","1,778",8.2,4.5,0.72,22.4,7.4,3.4,37.7,37.7,6.2,52.1,52.1,87,0.27,0,1.8,41,130,310,130,0.9,0.1,0,0,0.21,17.39,6,8
F000296,28103,"Bar, honeycomb centre, milk chocolate-coated","1,772",2.1,2.6,0.42,16.2,0.3,2.2,55.6,55.6,5.8,70,70,76,0.12,0,0.9,31,110,340,260,0.3,0.1,0,0,0.1,14.91,8,0
F000348,28103,"Bar, nougat & caramel centre, milk chocolate-coated","1,712",6.4,5.2,0.83,17.2,1.6,7.9,43.1,50.2,5.3,62.6,62.6,160,0.15,0,1.6,34,160,290,190,0.8,0.1,0,0,1.2,10.13,6,15
F002916,28101,"Chocolate, compound, cooking","2,140",1.4,4,0.64,30.3,4.6,0,51.1,51.1,1.7,57,57,78,0.53,22.6,2,87,160,650,45,1.4,0,0,0,0.21,27.72,27,3
F002921,28101,"Chocolate, dark, high cocoa solids","2,202",0.3,3.9,0.82,30.1,1.2,0.1,51.6,51.6,10.6,62.6,62.6,52,0.83,10,4.4,120,200,440,55,2,0.1,0,0,0.38,18.22,59,0
F009837,281,"Chocolate, dark, no added sugar","2,118",0.2,6.9,1.1,38.3,9.9,0,0,0,3.6,4.1,32.1,51,1.3,8.4,15,150,210,560,3,2,0.1,0,0,0.93,23.07,57,2
F002929,28101,"Chocolate, milk","2,178",1.3,7.6,1.22,30.5,2.3,0,42.7,42.7,1.4,56,56,252,0.26,22.6,1.42,49,260,425,68,1.24,0.2,0,5,0.69,18.76,20,21
F002934,28103,"Chocolate, milk, fondant or caramel filled","2,002",4.2,6,0.96,24.7,2,4.1,45.7,45.7,6.6,61.4,61.4,170,0.22,22.6,1.3,41,180,320,79,0.9,0.2,0,0,0.82,15.23,16,15
F002937,28102,"Chocolate, milk, with dried fruit & nuts","2,080",3.6,7.8,1.3,27.9,2.9,5,33.3,33.3,2,55.3,55.3,218,,17.9,1.7,64,249,524,62,1.35,0.1,0,4,2.02,15.1,16,16
F002939,28102,"Chocolate, milk, with nuts","2,325",2.3,9.9,1.72,39.5,4.7,0,29.9,29.9,1.2,40.7,40.7,208,,15.8,1.97,85,278,505,48,1.57,0.1,0,3,5.66,13.98,14,15
F002946,28101,"Chocolate, white","2,273",1.4,7.1,1.14,34.5,0.2,0,43.4,43.4,0,54.6,54.6,230,0,27,0,25,210,310,78,0.85,0,0,0,9.1,21.4,5,20
F003097,28102,"Confectionery, almond, chocolate-coated","2,209",1.9,9.4,1.61,33.5,3.6,0,36.3,36.3,1.2,48.4,48.4,254,0.349,19.2,1.77,82,300,481,58,1.6,0.1,0,4,5.3,16.51,17,18
F003100,28103,"Confectionery, chocolate centre, sugar-coated","2,032",1.5,4.8,0.77,18.8,1.8,0.1,59.4,59.4,11.8,76.7,76.7,110,0.25,22.6,1.3,45,120,290,55,0.8,0.2,0,0,0.21,8.86,16,8
F003105,28102,"Confectionery, dried fruit & nuts, chocolate-coated","2,083",5.3,9.7,1.68,29.5,3.8,9,21.4,21.4,2.6,49.4,49.4,161,0.364,11.6,1.63,71,245,604,36,1.38,0.1,0,2,2.27,11.45,10,10
F003114,28102,"Confectionery, peanut, chocolate-coated","2,334",1.4,13.3,2.33,37.7,4.3,0,28.2,28.2,4.2,41.9,41.9,183,0.418,14.9,1.75,94,301,508,174,1.79,0.1,0,3,1.17,15.43,13,14
F003118,28103,"Confectionery, sultana, chocolate-coated","1,913",5.8,6.1,0.98,21.4,2.6,10.7,29.9,29.9,1.5,61.7,61.7,192,0.288,16.2,1.55,45,206,584,50,0.98,0.1,0,3,0.53,13.13,14,15
F002953,23201,"Chutney or relish, commercial",752,52.1,0.5,0.09,0.3,2.2,18.5,32.7,32.7,1.6,43.1,43.1,25,0.08,0.5,0.9,13,20,210,690,0,0,0,0,8.3,0,0,0
F004600,27201,"Jam, berry","1,100",30.7,0.3,0.05,0,1.6,20.5,64.7,64.9,0.1,67.3,67.3,8,0.11,0,0.3,6,7,56,12,0.1,0,0,0,0.12,0,0,0
F004607,27201,"Jam, stone fruit","1,050",31.5,0.2,0.04,0,0.9,16.8,59.4,59.5,0.1,64.4,64.4,5,0.2,0,0.2,4,6,84,14,0,0,0,9,0.12,0,0,0
F004604,27201,"Jam, plum","1,050",31.5,0.2,0.04,0,0.9,16.8,61.7,61.7,0.1,64.4,64.4,5,0.2,0,0.2,4,6,84,14,0,0,0,9,0.12,0,0,0
F005421,27201,"Marmalade, orange","1,060",31.2,0.1,0.02,0,0.8,15.4,62.3,62.3,0.1,65.5,65.5,15,0.11,0,0.3,29,5,27,33,0,0,0,2,0.06,0,0,0
F008777,27204,"Spread, hazelnut & chocolate flavoured","2,192",1,6.8,1.09,30.3,3.7,0,52.6,52.6,0.6,57.8,57.8,130,0.55,9,1.2,75,190,430,42,1.3,0,0,0,1.4,7.96,11,2
F004219,27102,"Glucose, liquid or syrup","1,268",20.4,0,0,0,0,19,33,33,0,87.5,87.5,8,0.09,0,0.5,2,11,3,150,0,0,0,0,0,0,0,0
F004380,27102,Honey,"1,162",15.3,0.3,0.05,0,0,31,0,72.3,0,72.3,72.3,8,0.013,0,0.12,2,4,66,8,0.17,0,0,0,0,0,0,0
F008969,27101,"Sugar, brown","1,552",1.7,0.2,0.03,0,0,1.1,96.8,96.8,0,96.8,96.8,150,0.12,0,1.2,21,0,300,21,0,0,0,0,0,0,0,0
F008973,27101,"Sugar, raw","1,597",0,0,0,0,0,0,99.8,99.8,0,99.8,99.8,7,0,0,0.3,3,0,21,1,0,0,0,0,0,0,0,0
F008976,27101,"Sugar, white, granulated or lump","1,600",0,0,0,0,0,0,100,100,0,100,100,1,0.001,0,0,0,0,2,0,0,0,0,0,0,0,0,0
F008980,27101,"Sugar, white, icing","1,600",0,0,0,0,0,0,100,100,0,100,100,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
F008981,27101,"Sugar, white, icing mixture","1,598",0,0,0,0,0,0,95.6,95.6,4,99.6,99.6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
F009049,27102,"Syrup, golden","1,203",17,0.2,0.04,0,0,25.4,74.9,74.9,0,74.9,74.9,230,0.08,0,3.3,37,0,610,130,0,0,0,0,0,0,0,0
F009052,27102,"Syrup, maple, pure","1,082",32.4,0,0.01,0.1,0,1.6,60.4,60.4,6.6,67,67,102,,0,0.11,21,2,212,12,1.47,0,0,0,0,0.01,0,0
F002257,28401,"Caramels, soft & hard","1,620",6.2,2.5,0.39,11.4,1.5,6.1,49.2,49.2,15.9,74.5,74.5,67,0.08,20,0.3,11,65,120,250,0.4,0,0,0,0.49,8.65,0,14
F004611,27301,"Jelly crystals, sugar sweetened, all flavours","1,582",0.8,7.1,1.28,0,0,0.4,90.7,90.7,0,90.7,90.7,4,0,0,0.1,0,0,4,520,0,0,0,0,0,0,0,0
F004615,27301,"Jelly, sugar sweetened, all flavours, prepared",230,85.6,1,0.18,0,0,0,13.2,13.2,0,13.2,13.2,2,0.03,0.6,0.02,1,0,1,78,0,0,0,0,0,0,0,0
F005214,28401,"Liquorice, black","1,283",17,5.7,0.78,0.8,3.5,8,36.8,36.8,28.1,70.3,70.3,280,0.27,0,8.8,120,53,"1,060",120,0.6,0,0,0,0.23,0.56,0,0
F005213,28401,"Liquorice, allsorts","1,473",6.8,2.3,0.31,0.3,1.4,3.2,74.7,74.7,11.2,88.1,88.1,113,0.109,0,3.52,48,21,425,48,0.24,0,0,0,0.09,0.22,0,0
F005215,28103,"Liquorice, chocolate-coated","1,552",12.3,6.3,0.91,9.7,3.2,5.6,38.6,38.6,20.1,66,66,272,0.267,6.8,6.59,99,115,870,104,0.79,0,0,1,0.37,6.02,6,6
F005235,28401,"Lolly, hard varieties","1,566",0.6,0,0,0,0,0.8,93.2,93.2,4.4,98.4,98.4,71,0,0,0.1,0,3,3,250,0.3,0,0,0,0,0,0,0
F005236,28401,"Lolly, jelly varieties","1,260",15.2,3.9,0.7,0,0,8,45.3,45.3,6.2,75.1,75.1,6,0.024,0,0.12,1,8,3,39,0.01,0,0,0,0,0,0,0
F005241,28401,"Lolly, mint flavoured, sugar sweetened","1,588",4.7,0.1,0.02,2,0,6.1,74.3,74.3,0,93.3,93.3,1,0.08,0,0,1,11,3,48,0,0,0,0,0,0.18,0,0
F005522,27301,"Meringue, all flavours, commercial","1,538",2.4,2.6,0.42,1.4,0,0,89.2,89.2,0.7,90.1,90.1,3,,1.6,0,0,6,32,40,0.2,0,0,0,0,0.13,0,0
F000144,24402,"Artichoke, globe, raw",145,85.2,2.8,0.45,0.2,8.1,0.4,0,0,0.4,1.3,1.3,30,,0,0.5,18,90,360,6,0.6,0,0,16,0.19,0,0,0
F000142,24402,"Artichoke, globe, boiled, drained",170,82.6,3.3,0.53,0.2,9.5,0.5,0,0,0.5,1.5,1.5,34,,0,0.56,20,95,381,7,0.67,0,0,14,0.21,0,0,0
F000146,24302,"Artichoke, jerusalem, peeled, raw",245,79.7,2.1,0.34,0.1,3,0.4,0,0,0.3,10.5,10.5,20,,0,0.9,11,78,520,5,0.3,0,0,7,0.19,0,0,0
F000145,24302,"Artichoke, jerusalem, peeled, boiled, drained",263,78.2,2.2,0.36,0.1,3.2,0.4,0,0,0.3,11.3,11.3,20,,0,0.92,11,75,503,5,0.31,0,0,5,0.19,0,0,0
F000141,24402,"Artichoke heart, canned in brine, drained",104,90,1.9,0.3,0.3,4.7,0.4,0,0,0.1,1.2,1.2,33,0.09,0,0.4,22,37,180,280,0.3,0,0,3,0.19,0,0,0
F000155,24402,"Asparagus, green, raw",88,92.8,2.5,0.4,0.1,2.2,0.5,0,0,0,1.4,1.4,11,0.07,0,1,15,43,320,2,0.2,0,0,15,0.52,0,0,0
F000151,24402,"Asparagus, green, boiled, drained",104,91.5,2.9,0.47,0.1,2.5,0.6,0,0,0,1.6,1.6,12,0.082,0,1.12,17,46,339,2,0.22,0,0,13,0.58,0,0,0
F000149,24402,"Asparagus, canned in brine, drained",101,93.5,1.9,0.31,0.1,3.9,0.5,0,0,0,1.5,1.5,12,0.09,0,1.6,7,35,120,240,0.6,0,0,6,0.58,0,0,0
F000162,24705,"Avocado, raw",579,72.3,1.6,0.26,13.2,7.5,0,0,0,0.2,0.2,0.2,10,0.245,0,0.49,26,49,450,7,0.53,0,0,4,1.8,1.93,0,0
F000253,24402,"Bamboo shoot, canned in water, heated, drained",57,95.7,0.8,0.12,0,2.8,0.4,0,0,0.5,1.3,1.3,15,0,0.7,0.4,5,8,51,10,0.5,0,0,0,0,0,0,0
F000396,24403,"Basil, green, fresh, raw",94,91.6,2.6,0.42,0.5,3.3,0,0,0,0.2,0.2,0.2,220,0.22,6.4,3,55,91,440,10,0.92,0,0,6,2.1,0.03,0,0
F000419,24502,"Bean, broad, fresh, raw",235,76,6.9,1.1,0.5,7.1,0.2,0,0,1.3,2.2,2.2,17,,0,1.9,30,95,250,4,1.2,0,0,41,0,0,0,0
F000418,24502,"Bean, broad, fresh, boiled, drained",252,74.2,7.4,1.19,0.5,7.6,0.2,0,0,1.4,2.4,2.4,16,,0,1.74,26,92,202,3,1.1,0,0,29,0,0,0,0
F000422,24502,"Bean, butter, fresh, raw",104,91.6,2.3,0.37,0.2,2.3,0.4,0,0,0.3,2.3,2.3,16,,0,0.4,22,42,230,3,1.5,0,0,15,0.72,0,0,0
F000421,24502,"Bean, butter, fresh, boiled, drained",112,91,2.5,0.4,0.2,2.5,0.4,0,0,0.3,2.5,2.5,15,,0,0.36,19,40,185,2,1.37,0,0,10,0.62,0,0,0
F000431,24502,"Bean, green, fresh, raw",106,91.8,1.8,0.29,0,2.8,1.1,0,0,0.7,3.3,3.3,45,0.048,1,0.69,24,32,280,0,0.27,0,0,4,0,0,0,0
F000430,24502,"Bean, green, fresh, boiled, drained",114,91.2,1.9,0.31,0,3,1.2,0,0,0.8,3.5,3.5,41,0.052,0.8,0.63,21,31,226,0,0.25,0,0,2,0,0,0,0
F000434,24502,"Bean, green, frozen, boiled, drained",108,92.2,1.4,0.22,0.2,3.8,0.7,0,0,1.5,2.8,2.8,33,,0,0.8,18,42,76,2,1.9,0,0,3,0,0,0,0
F001015,24302,"Beetroot, fresh, purple, peeled, raw",201,86.8,1.9,0.3,0.1,3.5,0,0,0,0,8.4,8.4,8,0.05,0,0.9,26,35,290,54,0.8,0,0,6,0.07,0,0,0
F001013,24302,"Beetroot, fresh, purple, peeled, baked, no added fat",246,84,2.3,0.37,0.1,4.3,0,0,0,0,10.2,10.2,10,0.061,0,1.1,32,43,354,66,0.98,0,0,5,0.08,0,0,0
F001014,24302,"Beetroot, fresh, purple, peeled, boiled, drained",216,85.9,2,0.33,0.1,3.8,0,0,0,0,9,9,8,0.054,0,0.92,26,34,281,55,0.82,0,0,4,0.07,0,0,0
F001010,24302,"Beetroot, canned in brine, drained",184,87.6,1.2,0.2,0,2,3,0,0,0,8.7,8.7,10,0.12,1.8,0.66,12,21,210,220,0.18,0,0,0,0,0,0,0
F001301,24201,"Bok choy, raw",79,94.8,2.5,0.4,0.2,2.4,0.4,0,0,0,0.6,0.6,83,0.041,3.9,1.4,18,28,250,57,0.36,0,0,17,0.14,0,0,0
F001300,24201,"Bok choy, fried, no added fat",113,92.6,3.6,0.57,0.3,3.5,0.6,0,0,0,0.8,0.8,118,0.058,5.3,2,26,39,357,81,0.51,0,0,21,0.19,0,0,0
F001302,24201,"Bok choy, steamed",82,94.6,2.6,0.42,0.2,2.6,0.4,0,0,0,0.6,0.6,82,0.043,3.2,1.38,18,24,221,56,0.35,0,0,10,0.14,0,0,0
F001905,24202,"Broccoli, fresh, raw",131,89.7,4.7,0.75,0.3,3.7,0.1,0,0,0,0.4,0.4,32,0.048,0,0.84,21,75,336,22,0.6,0,0,106,0.18,0,0,0
F001904,24202,"Broccoli, fresh, microwaved",112,92,3.2,0.52,0.4,2.9,0.7,0,0,0,1.3,1.3,26,,6.6,0.58,12,54,181,13,0.26,0,0,57,0.76,0,0,0
F001900,24202,"Broccoli, fresh, boiled, drained",100,92.5,2.9,0.46,0.3,2.5,0.6,0,0,0.1,1.2,1.2,26,0.042,0.8,0.58,12,54,181,13,0.26,0,0,57,1.14,0.07,0,0
F001899,24202,"Broccoli, fresh, baked, no added fat",160,87.4,5.7,0.92,0.4,4.5,0.1,0,0,0,0.5,0.5,39,0.058,0,1.03,26,91,410,26,0.72,0,0,110,0.21,0,0,0
F001909,24202,"Broccolini, fresh, raw",122,92.2,3.2,0.51,0.4,2.5,0.7,0,0,0.7,2,2,39,0.074,1.2,0.78,21,61,250,16,0.45,0,0,12,0.22,0,0,0
F001908,24202,"Broccolini, fresh, boiled, drained",127,91.9,3.3,0.53,0.4,2.6,0.7,0,0,0.7,2.1,2.1,38,0.077,1.1,0.77,21,57,234,16,0.44,0,0,10,0.22,0,0,0
F001914,24201,"Brussels sprout, fresh, raw",150,88.4,3.8,0.61,0.3,4.5,1,0,0,0,2.1,2.1,15,,0,0.9,18,69,380,30,0.3,0,0,110,0.88,0,0,0
F001913,24201,"Brussels sprout, fresh, boiled, drained",156,87.9,4,0.63,0.3,4.7,1,0,0,0,2.2,2.2,15,,0,0.89,18,61,336,30,0.3,0,0,63,0.87,0,0,0
F001996,24201,"Cabbage, Chinese, raw",44,95.7,1.1,0.18,0,1.1,0.6,0,0,0,0.9,0.9,25,,4.1,0.3,8,40,250,6,0.2,0,0,20,0,0,0,0
F001993,24201,"Cabbage, Chinese, boiled, drained",46,95.5,1.1,0.18,0,1.1,0.6,0,0,0,0.9,0.9,25,,3.4,0.3,8,35,221,6,0.2,0,0,11,0,0,0,0
F001990,24201,"Cabbage, Chinese flowering, raw",71,94.2,1.3,0.21,0.3,2.8,0.5,0,0,0.1,0.9,0.9,70,,4.1,1.7,12,40,340,13,0.5,0,0,46,0,0,0,0
F001988,24201,"Cabbage, Chinese flowering, boiled, drained",74,94,1.4,0.22,0.3,2.9,0.5,0,0,0.1,0.9,0.9,69,,3.4,1.68,12,35,301,13,0.49,0,0,26,0,0,0,0
F001998,24201,"Cabbage, mustard, raw",77,93.8,2.3,0.37,0.3,1.8,0.4,0,0,0,0.7,0.7,130,,3.9,0.7,11,28,450,3,0.1,0,0,100,0.14,0,0,0
F001997,24201,"Cabbage, mustard, boiled, drained",80,93.5,2.4,0.38,0.3,1.9,0.4,0,0,0,0.7,0.7,135,,3.8,0.73,11,29,469,3,0.1,0,0,88,0.14,0,0,0
F002006,24201,"Cabbage, red, raw",122,88.1,2.2,0.35,0.3,3.4,1.2,0,0,0,2.7,2.7,35,,0,0.6,14,30,450,16,0.3,0,0,69,0.11,0,0,0
F002003,24201,"Cabbage, red, boiled, drained",127,87.6,2.3,0.37,0.3,3.5,1.2,0,0,0,2.8,2.8,35,,0,0.59,14,26,398,16,0.3,0,0,40,0.11,0,0,0
F002010,24201,"Cabbage, savoy, raw",90,92.2,1.7,0.27,0.1,2.3,1.3,0,0,0,2.3,2.3,39,,0,0.6,14,40,340,23,0.3,0,0,46,0,0,0,0
F002009,24201,"Cabbage, savoy, boiled, drained",93,91.9,1.8,0.28,0.1,2.4,1.4,0,0,0,2.4,2.4,38,,0,0.59,14,35,301,23,0.3,0,0,26,0,0,0,0
F002015,24201,"Cabbage, white, raw",91,90.8,1.3,0.21,0.1,2.4,1.6,0,0,0,2.8,2.8,32,0.021,0,0.46,14,40,266,14,0.23,0,0,45,0,0,0,0
F002014,24201,"Cabbage, white, boiled, drained",94,90.5,1.4,0.22,0.1,2.4,1.7,0,0,0,2.9,2.9,32,0.022,0,0.46,13,35,236,13,0.23,0,0,26,0,0,0,0
F002220,23201,"Capers, pickled, canned, drained",126,83.8,2.4,0.38,0.9,3.2,,0,0,1.3,1.7,1.7,40,,0,1.67,33,10,40,"2,348",0.32,0,0,4,0.88,0.27,0,0
F002239,24705,"Capsicum, green, fresh, raw",69,94.4,0.9,0.15,0,1.5,1.3,0,0,0,2.5,2.5,6,0.049,0,0.23,10,26,190,1,0.11,0,0,220,0.2,0,0,0
F002238,24705,"Capsicum, green, fresh, fried, no added fat",76,93.7,1,0.17,0,1.7,1.4,0,0,0,2.8,2.8,7,0.054,0,0.26,11,29,211,1,0.12,0,0,208,0.21,0,0,0
F002247,24705,"Capsicum, red, fresh, raw",115,93,1.1,0.17,0.4,1.1,2.1,0,0,0,4.4,4.4,7,0.054,0,0.28,10,31,240,3,0.13,0,0,330,4.2,0,0,0
F002246,24705,"Capsicum, red, fresh, fried, no added fat",128,92.2,1.2,0.19,0.4,1.2,2.3,0,0,0,4.9,4.9,7,0.059,0,0.31,11,34,267,3,0.15,0,0,312,4.43,0,0,0
F002266,24301,"Carrot, baby, peeled, fresh, raw",134,88.4,0.7,0.11,0.1,3.3,1.7,0,0,0,5.5,5.5,42,,0,0.5,11,31,210,51,0.2,0,0,7,0,0,0,0
F002265,24301,"Carrot, baby, peeled, fresh, boiled, drained",144,87.5,0.8,0.12,0.1,3.5,1.8,0,0,0,5.9,5.9,43,,0,0.51,11,30,203,52,0.2,0,0,5,0,0,0,0
F002263,24301,"Carrot, baby, baked, no added fat",146,87.4,0.8,0.12,0.1,3.6,1.8,0,0,0,6,6,46,,0,0.54,12,34,228,55,0.22,0,0,6,0,0,0,0
F002276,24301,"Carrot, mature, peeled, fresh, raw",146,88.5,0.6,0.1,0,3.4,1.1,0,0,0.4,6.6,6.6,26,0.038,0.6,0.24,12,31,264,49,0.17,0,0,3,0,0,0,0
F002274,24301,"Carrot, mature, peeled, fresh, baked, no added fat",179,86,0.7,0.12,0,4.1,1.3,0,0,0.5,8,8,32,0.046,0.6,0.29,14,38,322,60,0.21,0,0,2,0,0,0,0
F002275,24301,"Carrot, mature, peeled, fresh, boiled, drained",139,89.8,1.1,0.16,0.3,3.3,1,0,0,0.4,5.1,5.1,26,0.039,0.7,0.23,11,30,262,67,0.19,0,0,2,0.33,0,0,0
F002286,24302,"Cassava, peeled, fresh, raw",587,62,1.1,0.18,0.2,4.6,0.2,0,0,29.2,30.4,30.4,20,,0,0.8,11,27,270,2,2.35,0,0,40,0.19,0,0,0
F002285,24302,"Cassava, peeled, fresh, boiled, drained",632,59.2,1.2,0.19,0.3,5,0.2,0,0,31.4,32.7,32.7,20,,0,0.82,11,26,261,2,2.4,0,0,28,0.19,0,0,0
F002288,24302,"Cassava, white flesh, peeled, fresh, raw",644,58.4,0.6,0.1,0.3,4.6,0.2,0,0,32.9,34.1,34.1,21,,0,1,13,27,250,2,2.4,0,0,38,0.19,0,0,0
F002287,24302,"Cassava, white flesh, peeled, fresh, boiled, drained",692,55.3,0.6,0.1,0.3,4.9,0.2,0,0,35.4,36.7,36.7,21,,0,1.02,13,26,242,2,2.45,0,0,26,0.19,0,0,0
F002290,24302,"Cassava, yellow flesh, peeled, fresh, raw",531,65.7,1.6,0.26,0.2,4.7,0.2,0,0,25.5,26.7,26.7,18,,0,0.6,9,27,290,2,2.3,0,0,41,0.19,0,0,0
F002289,24302,"Cassava, yellow flesh, peeled, fresh, boiled, drained",571,63.1,1.7,0.28,0.2,5,0.2,0,0,27.4,28.7,28.7,18,,0,0.61,9,26,281,2,2.35,0,0,29,0.19,0,0,0
F002378,24202,"Cauliflower, fresh, raw",102,92.7,1.9,0.3,0.2,1.2,1.4,0,0,0.5,3.3,3.3,18,0.025,0,0.32,16,46,242,40,0.2,0,0,26,0,0,0,0
F002377,24202,"Cauliflower, fresh, boiled, drained",106,92.4,2,0.31,0.2,1.2,1.4,0,0,0.5,3.4,3.4,18,0.026,0,0.32,15,43,227,40,0.2,0,0,20,0,0,0,0
F002384,24302,"Celeriac, peeled, raw",162,86.6,1.6,0.26,0.2,5.1,0.4,0,0,0,2.8,5,41,,0,0.2,22,30,440,21,0.5,0,0,13,0.36,0,0,0
F002383,24302,"Celeriac, peeled, boiled, drained",174,85.6,1.7,0.28,0.2,5.5,0.4,0,0,0,3,5.4,42,,0,0.2,22,28,426,21,0.51,0,0,9,0.37,0,0,0
F002390,24402,"Celery, fresh, raw",63,94.8,0.6,0.1,0.1,1.4,0.7,0,0,0,1.2,2.2,44,0.021,0,0.25,10,30,267,98,0.21,0,0,5,0.02,0,0,0
F002389,24402,"Celery, fresh, fried, no added fat",77,93.7,0.7,0.12,0.1,1.8,0.8,0,0,0,1.5,2.7,54,0.026,0,0.3,12,36,326,119,0.26,0,0,5,0.02,0,0,0
F002884,24302,"Chicory, raw",67,93.6,1.8,0.29,0.2,1.8,0.3,0,0,0.1,0.8,0.8,30,,2.4,1.7,12,47,220,36,0.2,0,0,12,2.26,0,0,0
F002883,24302,"Chicory, boiled, drained",78,92.5,2.1,0.34,0.2,2.1,0.4,0,0,0.1,0.9,0.9,34,,2.4,1.9,13,50,233,40,0.22,0,0,10,2.52,0,0,0
F002896,24705,"Chilli (chili), green, raw",181,80.9,2.8,0.45,0.3,12.9,0.6,0,0,0,1,1,12,,0,1.6,11,20,280,4,0.4,0,0,128,0.69,0,0,0
F002894,24705,"Chilli (chili), green, fried, no added fat",201,78.8,3.1,0.5,0.3,14.3,0.7,0,0,0,1.1,1.1,13,,0,1.78,12,22,311,4,0.44,0,0,121,0.73,0,0,0
F002901,24705,"Chilli (chili), red, raw",200,81.7,1.4,0.22,0.4,10.6,1.9,0,0,0,4.2,4.2,16,,0,1.1,28,24,300,3,0.3,0,0,201,3.4,0,0,0
F002900,24705,"Chilli (chili), red, fried, no added fat",222,79.7,1.6,0.25,0.4,11.8,2.1,0,0,0,4.7,4.7,18,,0,1.22,31,27,333,3,0.33,0,0,190,3.59,0,0,0
F002907,24403,"Chives, raw",120,89.6,1.5,0.24,0.3,4.7,0.4,0,0,0,2.6,2.6,90,,6.6,2.8,12,58,210,7,0.4,0,0,29,0.21,0,0,0
F002949,24705,"Choko, peeled, fresh, raw",87,94.3,0.5,0.08,0.2,1.4,1.4,0,0,0.5,3.6,3.6,17,,0,0.3,11,18,88,8,0.2,0,0,14,0.12,0,0,0
F002948,24705,"Choko, peeled, fresh, boiled, drained",103,93.2,0.6,0.1,0.2,1.7,1.7,0,0,0.6,4.3,4.3,19,,0,0.34,12,19,94,9,0.23,0,0,11,0.14,0,0,0
F003192,24403,"Coriander, fresh, raw",132,90.5,3.1,0.5,0.6,3.2,0.6,0,0,0.6,1.9,1.9,86,0.09,9.8,4.5,30,54,540,45,0.55,0,0,30,1.7,0.02,0,0
F003209,24704,"Corn, fresh on cob, raw",366,78.2,3.6,0.58,1.8,3.8,1,0,0,7.1,12.5,12.5,16,0.028,0,1.2,12,22,250,19,0.45,0,0,3,0,0.48,0,0
F003200,24704,"Corn, fresh on cob, boiled, drained",381,77.3,3.8,0.6,1.9,4,1,0,0,7.4,13,13,16,0.029,0,1.19,12,21,234,19,0.44,0,0,2,0,0.5,0,0
F003220,24704,"Corn, kernels, canned in brine, drained",391,77.4,2.9,0.47,1,2.7,0.2,0,0,13.4,16.8,16.8,2,0.047,0,0.42,17,62,124,170,0.5,0,0,3,0.09,0.25,0,0
F003202,24704,"Corn, kernels, purchased frozen, raw",390,76,3,0.48,0.9,2.5,0.3,0,0,13.8,16.8,16.8,3,0,0,0.4,24,71,202,5,0.5,0,0,4,0.09,0.24,0,0
